ts,loss,acc,val_loss,val_acc
1571330338,0.128392234445,0.82,0.1979406178,0.7
1571330338,0.171003758907,0.79,0.169729501009,0.78
1571330338,0.127748370171,0.84,0.18362750113,0.73
1571330338,0.120048075914,0.84,0.136190876365,0.81
1571330339,0.120462469757,0.83,0.126096740365,0.84
1571330339,0.13430455327,0.8,0.154706984758,0.76
1571330339,0.116931512952,0.86,0.183782622218,0.73
1571330339,0.122916348279,0.83,0.173540070653,0.76
1571330339,0.0927617102861,0.88,0.190531820059,0.71
1571330339,0.113324701786,0.84,0.157308802009,0.75
1571330339,0.108212135732,0.87,0.183214232326,0.72
1571330340,0.126051753759,0.83,0.170727267861,0.78
1571330340,0.142869234085,0.8,0.153771877289,0.81
1571330340,0.106416009367,0.85,0.198268681765,0.73
1571330340,0.148770496249,0.79,0.152979880571,0.77
1571330340,0.140542820096,0.79,0.197297245264,0.68
1571330340,0.115400493145,0.86,0.134472429752,0.8
1571330341,0.125981912017,0.84,0.189575910568,0.71
1571330341,0.13177485764,0.83,0.125012695789,0.83
1571330341,0.179173737764,0.75,0.174980968237,0.74
1571330341,0.085236787796,0.89,0.170279473066,0.75
1571330341,0.118668057024,0.84,0.188266187906,0.72
1571330341,0.144852280617,0.8,0.166040852666,0.75
1571330342,0.114788018167,0.84,0.126400947571,0.84
1571330342,0.120779290795,0.82,0.161807179451,0.78
1571330342,0.135619610548,0.8,0.108738794923,0.84
1571330342,0.14363925159,0.77,0.13900513947,0.82
1571330342,0.132528498769,0.79,0.176100194454,0.76
1571330342,0.144940719008,0.77,0.181534260511,0.75
1571330342,0.0704505071044,0.95,0.134135514498,0.81
1571330343,0.0996289178729,0.85,0.17295217514,0.74
1571330343,0.133734062314,0.83,0.194796264172,0.76
1571330343,0.149680346251,0.78,0.13414464891,0.84
1571330343,0.114395201206,0.85,0.216577127576,0.71
1571330343,0.121944755316,0.83,0.223753869534,0.71
1571330343,0.12527525425,0.83,0.150868281722,0.79
1571330344,0.120144695044,0.85,0.125664934516,0.85
1571330344,0.140198722482,0.81,0.140264391899,0.83
1571330344,0.12739045918,0.82,0.157412707806,0.77
1571330344,0.130673348904,0.84,0.147806406021,0.8
1571330344,0.129228666425,0.81,0.149304777384,0.79
1571330345,0.101913742721,0.87,0.165360867977,0.77
1571330345,0.11363568902,0.87,0.179342597723,0.74
